"RiskPerformance","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance","MSinceOldestTradeOpen","InqInLast7days","ExternalRiskEstimate"
1,10,58,32,0,4,1,7,8,3,6,1,1,44,-8,13,1,3,67,217,0,68
1,15,56,14,0,4,1,7,8,0,21,1,0,41,-8,2,1,2,43,316,0,75
1,6,55,21,0,4,1,7,8,4,14,1,1,42,-8,9,1,0,69,194,0,75
1,10,82,14,0,2,5,6,6,1,53,1,0,43,37,2,2,0,100,189,0,70
0,4,67,41,0,4,1,7,8,5,31,1,3,31,61,6,5,1,72,189,0,74
1,14,63,24,1,2,5,6,5,0,24,1,0,51,71,4,3,2,53,129,0,69
0,3,114,21,0,4,1,7,8,2,36,1,1,27,91,4,2,0,100,285,0,83
1,2,102,12,0,2,5,6,6,2,57,1,0,16,101,3,4,0,89,202,0,78
1,5,89,47,1,3,3,0,2,3,25,1,0,24,88,10,4,1,63,229,0,71
1,4,49,9,2,2,6,6,2,2,30,1,4,104,77,2,1,1,60,140,0,68
1,15,23,5,0,4,1,7,8,0,40,1,1,95,-8,2,1,0,75,140,0,65
1,6,66,31,0,4,1,7,8,7,16,1,1,44,51,9,3,2,60,300,0,69
1,4,58,28,1,4,1,7,8,4,14,1,1,34,17,11,2,2,65,119,0,68
1,18,84,10,0,2,6,6,6,0,50,1,1,4,76,2,2,0,67,190,0,81
1,2,102,12,0,2,5,6,6,2,57,1,0,16,101,3,4,0,89,282,0,78
0,11,66,64,1,3,3,1,3,2,25,1,4,15,105,14,9,3,58,165,0,65
1,3,54,15,0,3,6,6,6,8,21,1,1,40,57,10,2,1,92,162,0,72
1,8,47,21,0,4,1,7,8,2,48,1,1,98,86,7,5,5,100,233,0,61
1,3,103,9,1,3,2,3,5,1,45,1,1,76,100,3,2,0,83,178,0,64
0,12,63,21,1,2,6,5,2,1,35,1,0,58,4,5,2,1,88,166,0,65
1,2,26,8,1,4,1,7,8,1,33,1,1,3,25,3,2,0,71,155,0,73
1,16,33,11,0,4,1,7,8,0,9,1,0,85,-8,6,1,3,100,96,0,65
0,12,64,28,0,4,1,6,7,1,39,1,0,33,-8,3,2,0,56,126,0,79
1,3,71,26,0,4,1,7,8,6,50,1,3,40,77,8,5,1,100,225,1,74
1,3,9,7,0,4,1,7,8,6,13,1,2,44,-8,3,1,0,57,134,0,62
0,10,79,25,1,3,3,2,4,1,38,1,1,78,74,3,3,2,86,200,0,59
1,13,70,28,1,2,3,4,2,0,34,1,3,55,40,5,4,2,90,164,0,63
1,8,7,3,0,4,1,7,8,3,0,1,8,84,-8,3,0,1,100,119,1,57
1,6,67,32,0,3,6,6,6,1,41,1,1,83,87,12,4,8,89,190,0,61
0,4,117,36,1,2,4,0,6,4,18,1,0,12,48,6,2,1,35,258,0,68
0,8,48,16,0,4,1,7,8,1,44,1,0,0,74,2,2,0,57,77,0,79
0,2,85,27,0,4,1,7,8,4,18,1,0,12,101,5,2,0,41,328,0,81
0,9,85,8,0,2,6,6,6,1,38,1,0,24,88,3,1,0,100,218,0,80
0,22,150,22,0,4,1,7,8,0,54,1,0,4,-8,3,0,0,50,248,0,86
1,30,144,25,1,2,4,4,2,0,33,1,0,1,-8,1,1,0,33,245,0,78
1,6,44,18,1,3,6,0,2,2,26,1,0,58,15,6,2,1,89,13,0,65
0,3,97,13,2,2,4,4,4,2,35,1,2,0,70,1,5,0,43,335,0,73
1,6,45,18,0,3,5,6,6,1,33,1,5,64,52,2,3,1,63,248,0,68
0,2,104,30,0,2,2,4,6,2,13,1,1,21,26,7,2,1,50,236,0,65
1,4,84,20,0,4,1,7,8,6,60,1,4,48,50,4,8,2,93,131,0,73
1,7,83,23,0,4,1,7,8,1,30,1,0,43,84,8,2,1,71,179,0,75
1,5,93,17,0,3,6,6,6,3,53,1,1,8,100,2,2,0,67,241,0,84
1,3,47,29,0,3,6,6,6,4,40,1,0,53,77,8,5,3,72,183,0,58
0,8,77,25,0,3,5,6,6,1,12,1,2,15,-8,8,1,1,67,158,0,70
0,9,103,23,1,4,1,7,8,1,35,1,1,16,-8,2,1,0,44,213,1,74
1,3,60,28,0,2,5,6,6,3,14,1,1,13,96,5,3,0,33,211,0,76
0,7,61,18,0,4,1,7,8,2,56,1,0,3,-8,2,4,0,86,152,0,84
1,2,59,8,2,2,6,6,4,1,60,1,6,52,-8,1,0,0,67,164,0,69
1,10,66,5,1,2,6,6,2,1,33,1,0,35,-8,1,0,0,100,77,0,70
1,8,38,13,0,3,4,4,6,1,50,1,2,80,84,5,4,1,90,46,0,58
1,9,72,10,1,1,4,4,2,1,36,1,1,78,-8,3,1,1,71,253,0,61
1,3,73,31,0,3,6,6,6,2,50,1,2,83,72,12,4,6,94,247,0,60
1,1,58,2,1,4,1,6,7,4,20,1,9,18,-8,3,0,0,75,133,0,73
1,23,97,19,0,4,1,7,8,0,21,1,2,31,71,3,2,0,71,184,0,82
1,3,159,20,1,3,6,6,4,1,0,1,0,0,-8,1,0,0,13,352,0,84
1,23,68,7,0,2,3,4,6,0,29,1,0,79,-8,2,1,1,75,265,0,62
1,5,38,27,0,3,6,6,6,4,30,1,1,64,85,8,5,2,70,75,0,60
0,8,86,17,0,2,6,6,6,3,35,1,0,0,-8,0,2,0,25,267,0,79
0,15,86,25,0,3,5,6,6,0,20,1,0,1,-8,1,0,0,11,177,0,84
1,16,98,37,0,3,6,6,6,0,16,1,0,44,-8,12,2,7,56,298,0,68
1,8,93,26,0,4,1,7,8,1,57,1,0,83,84,6,6,1,86,210,0,71
0,21,194,20,0,4,1,7,8,0,40,1,0,0,63,0,1,0,25,256,0,86
1,7,13,2,0,4,1,7,8,1,100,1,1,-8,-8,0,1,0,100,28,1,66
0,15,83,19,0,4,1,7,8,0,32,1,1,4,-8,2,1,1,43,133,0,88
1,13,132,38,1,2,2,2,4,0,31,1,2,67,23,8,3,5,57,324,0,58
1,15,60,13,0,3,2,4,6,0,23,1,2,75,82,5,1,4,75,160,0,61
1,15,91,6,5,1,2,0,2,0,67,1,1,0,-8,1,1,0,100,236,0,58
0,2,60,29,0,4,1,7,8,2,43,1,3,60,85,6,2,2,89,178,0,72
0,9,81,18,0,3,6,6,6,1,33,1,5,7,-8,3,1,0,100,161,1,80
0,6,81,26,0,4,1,7,8,2,31,1,0,13,-8,6,3,0,90,262,0,79
1,3,18,18,0,4,1,7,8,13,13,1,9,30,48,15,3,3,86,19,0,57
1,15,66,32,0,3,1,6,6,0,33,1,3,64,80,8,3,4,79,133,0,66
1,4,21,3,1,4,1,7,8,1,67,1,1,75,42,1,2,1,100,168,0,63
1,6,65,12,2,3,6,6,2,1,23,1,1,5,-8,2,1,0,75,124,0,65
1,3,47,17,1,4,1,6,8,4,17,1,2,64,-8,9,2,4,79,146,0,63
0,18,133,18,0,4,1,7,8,0,22,1,0,34,-8,4,2,1,60,311,0,82
1,7,22,13,0,4,1,7,8,2,23,1,0,78,44,9,3,3,100,38,0,63
1,3,56,12,0,2,3,4,6,2,50,1,1,19,42,1,2,1,60,162,0,64
0,37,103,15,0,4,1,7,8,0,20,1,1,2,-8,1,1,0,29,181,1,91
0,4,55,15,0,3,1,6,6,2,47,1,0,3,-8,2,1,0,43,112,0,84
1,4,109,21,0,2,3,4,6,2,19,1,3,22,83,5,1,0,60,77,0,67
0,11,41,9,2,1,2,0,2,2,17,1,0,29,-8,2,1,1,67,196,0,54
1,21,81,46,0,4,1,7,8,0,9,1,2,72,54,10,3,7,52,222,0,70
1,10,149,20,2,4,1,6,8,1,30,1,0,17,83,4,2,1,55,403,0,73
1,10,30,7,1,2,5,6,5,2,50,1,0,96,-8,4,1,1,100,227,0,62
0,5,126,14,0,4,1,7,8,1,14,1,2,4,-8,3,1,0,40,81,0,87
1,4,51,14,0,2,3,4,6,5,14,1,0,21,51,4,1,1,63,194,0,64
0,7,68,30,0,4,1,7,8,2,39,1,1,22,74,7,6,2,68,188,0,75
0,23,79,19,0,4,1,7,8,0,30,1,0,2,19,2,2,0,36,273,0,88
1,5,58,23,0,4,1,7,8,2,48,1,0,74,63,3,2,3,50,122,0,70
0,3,150,5,0,4,1,7,8,1,17,1,1,-8,99,1,1,0,100,181,0,83
1,7,63,47,0,3,1,6,6,3,40,1,1,74,40,7,4,1,85,176,0,67
0,3,29,3,1,4,1,7,8,3,50,1,3,0,96,0,2,0,50,128,0,65
0,8,97,19,0,4,1,7,8,1,47,1,1,0,-8,2,1,0,75,244,0,91
0,5,118,16,1,2,6,6,5,1,11,1,0,58,-8,8,1,0,82,153,0,69
0,5,71,39,0,4,1,7,8,1,15,1,1,4,77,8,2,0,48,187,0,80
0,4,67,32,0,4,1,7,8,5,38,1,2,27,87,6,4,0,91,195,0,76
0,5,85,25,0,3,4,4,6,3,31,1,2,38,-8,7,1,1,80,104,0,66
0,3,91,19,1,4,1,0,8,4,30,1,2,31,100,3,2,0,75,260,0,63
1,9,93,30,0,4,1,7,8,2,30,1,0,73,-8,9,0,5,69,288,0,71
1,23,79,19,0,4,1,7,8,0,37,1,0,73,8,8,2,4,83,234,0,69
1,8,110,27,0,4,1,7,8,1,37,1,0,68,93,8,2,3,77,121,0,66
1,19,94,20,3,2,6,0,6,0,15,1,3,63,-8,6,1,1,64,156,0,59
0,5,130,23,0,4,1,7,8,3,43,1,0,1,-8,3,0,0,33,173,0,89
1,21,88,16,1,2,3,0,2,0,29,1,0,50,12,4,2,1,64,96,0,65
1,3,29,1,0,4,1,7,8,1,0,1,2,85,-8,2,0,1,100,226,0,69
1,16,23,13,0,4,1,7,8,0,0,1,2,13,-8,5,0,1,50,126,1,74
1,3,21,13,0,4,1,7,8,5,21,1,3,66,78,7,2,2,75,46,0,63
1,6,93,20,2,3,4,0,2,3,41,1,3,66,97,5,1,1,88,240,0,64
0,1,66,33,0,4,1,7,8,3,29,1,0,0,76,2,4,0,43,167,0,78
1,3,82,41,1,2,5,6,5,2,11,1,2,49,-8,10,1,5,46,189,1,58
1,3,37,29,0,3,4,4,6,7,23,1,1,31,90,6,3,2,45,279,0,60
1,17,161,6,1,2,5,6,5,0,29,1,0,88,-8,2,1,1,100,355,0,71
1,13,47,26,4,2,4,1,3,0,40,1,3,15,83,1,6,1,64,276,0,63
1,12,36,26,1,3,6,6,6,1,35,1,0,54,22,9,5,3,83,75,0,61
1,9,15,4,0,4,1,7,8,3,25,1,3,91,-8,3,1,1,100,205,0,58
1,5,17,14,0,4,1,7,8,7,21,1,3,11,-8,2,2,1,40,66,0,68
0,4,53,27,2,2,6,6,4,5,41,1,6,31,60,6,3,1,69,165,0,65
0,3,123,32,2,2,5,5,2,2,42,1,2,41,-8,7,3,2,85,169,0,66
0,9,77,14,0,4,1,7,8,4,7,1,0,3,-8,3,0,1,33,229,0,79
0,84,170,8,2,2,5,6,2,0,0,1,0,84,-8,1,0,1,100,160,0,64
1,5,20,11,0,4,1,7,8,3,27,1,4,69,94,3,2,1,83,40,0,66
1,4,25,24,0,4,1,7,8,5,59,1,1,101,90,6,6,4,100,163,0,63
1,21,40,5,0,1,4,4,6,0,100,1,0,-8,75,0,2,0,100,153,0,62
0,6,106,4,0,2,6,6,6,1,25,1,2,5,-8,1,0,0,50,203,0,84
0,5,114,20,5,1,4,3,5,1,35,1,0,40,-8,5,1,2,60,214,0,66
1,74,176,8,0,2,1,6,6,0,13,1,2,0,-8,0,1,0,33,61,1,81
0,4,75,37,0,3,5,6,6,2,30,1,2,13,82,4,5,0,47,196,0,77
0,4,92,29,0,3,5,6,6,2,52,1,2,63,65,8,4,3,75,325,0,63
0,2,66,20,1,3,6,6,5,2,17,1,0,10,-8,1,1,1,25,70,0,79
0,3,81,27,0,3,2,4,6,3,36,1,3,59,21,3,5,2,53,249,0,60
0,10,43,19,0,4,1,5,7,2,25,1,0,36,62,5,3,0,67,157,0,74
1,2,46,22,0,4,1,7,8,5,30,1,4,2,92,3,3,0,46,98,0,77
0,2,51,53,0,4,1,7,8,7,48,1,6,36,88,9,9,3,63,175,0,65
0,28,105,21,1,2,2,4,6,0,38,1,0,28,24,6,5,0,92,180,0,62
0,25,36,5,1,4,1,7,8,0,80,1,0,99,-8,1,1,0,100,67,0,65
1,11,90,28,3,2,5,5,2,2,45,1,2,91,-8,1,1,1,67,218,0,59
1,4,74,29,1,2,2,3,5,6,40,1,5,27,73,7,8,0,63,260,0,62
1,11,75,18,1,2,3,4,3,1,21,1,2,4,81,1,3,0,57,154,0,72
0,3,67,14,2,2,6,6,5,1,58,1,1,46,81,4,5,1,100,181,0,68
1,5,31,15,1,3,6,6,2,1,50,1,0,58,78,5,4,1,91,98,0,66
1,15,51,18,1,2,4,4,2,0,32,1,3,78,73,6,2,4,80,149,0,59
1,10,75,27,2,2,4,4,6,2,76,1,2,79,100,2,2,0,100,215,0,59
0,5,118,5,2,4,1,7,8,1,40,1,1,65,-8,2,0,1,100,273,0,63
1,5,124,25,2,3,6,6,6,2,32,1,3,19,-8,5,1,1,54,287,0,70
1,2,84,24,0,4,1,7,8,7,34,1,6,16,91,5,4,1,69,211,0,76
1,9,94,12,0,2,4,4,6,1,8,1,2,3,-8,2,0,0,50,40,0,75
1,6,56,10,1,3,5,6,3,3,27,1,0,76,76,5,2,2,100,162,0,64
1,6,60,8,0,2,3,4,6,1,22,1,2,63,93,5,1,2,86,221,0,58
1,5,8,3,1,4,1,6,8,2,67,1,0,72,98,1,2,0,100,13,0,65
0,3,15,6,0,4,1,7,8,3,29,1,1,74,81,4,2,1,100,221,0,64
1,4,40,28,1,2,4,4,5,2,47,1,1,56,83,10,11,2,81,168,0,60
1,34,68,10,0,4,1,7,8,0,10,1,1,57,-8,1,1,0,40,90,0,80
0,21,84,12,0,4,1,7,8,0,43,1,0,0,51,0,2,0,50,244,0,91
1,9,80,24,0,4,1,7,8,2,4,1,7,29,64,8,1,3,56,61,0,69
1,3,57,15,0,3,3,4,6,3,50,1,1,5,75,3,5,0,73,154,0,73
1,5,48,22,0,4,1,7,8,4,14,1,2,76,-8,7,1,5,75,123,0,66
1,16,73,22,0,2,2,4,6,0,14,1,0,37,-8,6,2,1,57,240,0,63
1,6,35,18,2,3,2,4,6,4,52,1,0,10,104,2,7,0,75,86,0,58
1,2,71,19,2,3,6,6,2,2,17,1,0,69,54,6,3,3,82,258,0,70
1,6,95,10,0,2,4,4,6,2,18,1,0,62,-8,5,1,1,100,78,0,57
1,85,141,1,1,1,5,6,2,0,100,1,0,-8,-8,0,1,0,100,164,0,64
0,18,71,10,0,4,1,7,8,0,40,1,0,12,-8,4,1,0,83,65,0,87
1,14,49,17,3,2,6,6,2,0,58,1,1,99,63,1,6,1,100,206,0,63
0,18,112,18,0,4,1,7,8,0,28,1,0,7,25,4,2,0,75,172,0,87
1,2,56,7,2,2,5,6,3,4,20,1,3,62,-8,4,0,1,83,169,0,56
1,15,68,16,1,3,5,6,2,0,47,1,1,53,83,2,2,1,80,188,0,70
1,18,82,14,2,2,4,3,5,0,56,1,0,88,78,5,2,3,88,208,0,55
0,6,116,43,0,4,1,7,8,3,18,1,0,3,-8,5,0,1,23,488,0,82
1,10,49,23,0,4,1,7,8,1,22,1,0,12,86,1,2,0,33,13,0,79
1,7,194,8,1,1,2,4,2,1,20,1,0,25,-8,2,0,0,40,233,0,56
0,6,66,11,1,3,5,6,3,4,42,1,2,44,90,3,2,1,71,114,1,69
1,5,97,12,0,2,6,6,6,2,21,1,1,54,-8,3,1,2,56,84,0,69
1,15,88,14,1,2,6,6,2,0,20,1,0,68,23,5,2,2,70,159,0,67
0,47,130,11,0,4,1,7,8,0,9,1,1,2,-8,3,0,0,50,346,0,89
1,3,145,12,2,2,3,2,4,1,44,1,0,56,88,5,3,1,89,192,0,63
1,6,72,54,2,3,6,6,6,8,46,1,1,18,83,4,7,1,50,264,0,68
0,3,79,21,0,4,1,7,8,1,0,1,1,5,-8,7,0,0,58,297,0,87
0,16,103,17,0,2,3,4,6,0,29,1,1,36,-8,2,1,2,43,41,0,63
1,9,75,19,0,4,1,7,8,1,32,1,1,46,53,5,3,1,100,155,0,76
1,11,39,17,1,2,5,6,5,2,39,1,5,0,-8,3,2,0,63,11,0,65
1,2,43,18,0,4,1,7,8,6,32,1,0,36,38,3,3,0,55,360,0,75
1,5,149,13,0,3,4,4,6,2,31,1,0,20,89,6,2,1,80,301,0,77
1,3,29,15,1,3,6,6,2,7,24,1,1,30,-8,6,1,1,64,121,0,67
0,5,91,34,0,3,6,6,6,2,26,1,2,12,78,7,4,0,67,306,0,74
1,5,55,18,1,2,4,4,5,2,37,1,2,28,75,2,3,0,71,148,0,70
0,2,31,9,1,3,6,6,4,4,18,1,1,25,-8,5,1,0,67,43,0,73
1,5,90,14,0,4,1,7,8,2,29,1,0,32,-8,6,1,2,78,272,0,78
1,2,40,16,1,3,5,6,5,5,44,1,4,31,84,7,4,1,85,322,0,62
1,3,72,55,0,4,1,7,8,10,27,1,1,45,-8,8,4,2,43,215,0,71
1,14,66,33,0,3,6,6,6,0,39,1,2,59,63,12,4,2,84,67,0,66
1,17,92,21,0,2,6,6,6,0,14,1,1,41,69,8,2,2,56,300,0,67
1,9,64,32,1,2,5,6,5,2,11,1,1,69,65,8,2,2,100,201,0,67
0,25,102,24,1,2,3,4,4,0,15,1,1,6,58,2,3,0,63,205,0,74
1,5,66,13,1,2,3,0,2,2,38,1,2,0,72,3,2,1,75,121,0,63
1,18,65,12,0,4,1,7,8,0,42,1,0,17,-8,2,2,0,57,142,0,84
0,11,67,25,1,3,6,6,2,2,31,1,1,5,-8,2,1,0,33,135,0,72
1,4,110,17,0,2,3,4,6,4,47,1,2,74,29,4,3,2,88,398,0,62
1,24,179,43,5,2,2,3,2,0,13,1,0,68,35,24,4,7,91,376,0,54
0,11,87,27,5,2,6,6,3,1,40,1,1,67,64,2,2,1,57,164,0,60
0,35,80,18,0,4,1,7,8,0,33,1,1,2,-8,1,2,0,75,215,0,87
1,3,36,25,0,4,1,7,8,7,14,1,2,41,69,11,4,2,75,196,0,68
1,6,80,34,1,2,2,4,5,5,20,1,1,51,37,13,2,1,79,161,0,60
0,14,83,4,4,2,6,6,2,0,33,1,0,67,-8,2,1,0,100,131,0,66
0,8,7,1,0,4,1,7,8,1,0,1,3,48,-8,1,0,0,100,52,0,66
1,6,50,9,0,4,1,7,8,2,33,1,1,56,96,3,3,1,100,166,0,77
0,2,145,13,0,4,1,7,8,1,7,1,2,2,16,1,1,0,25,147,0,89
1,4,47,24,0,4,1,7,8,6,32,1,1,0,-8,0,4,0,40,148,0,74
0,13,103,19,2,2,4,3,5,0,38,1,0,23,44,3,4,1,89,221,0,66
0,3,67,40,0,4,1,7,8,1,12,1,1,1,85,9,2,0,44,111,0,79
1,3,51,20,0,4,1,7,8,2,32,1,1,88,94,9,2,3,100,271,0,63
0,9,44,19,0,4,1,7,8,3,42,1,1,17,94,5,2,0,78,78,0,76
1,7,48,14,2,2,5,6,5,3,59,1,5,16,67,2,6,0,90,130,1,65
1,3,69,11,0,3,1,6,6,3,36,1,2,95,77,4,3,3,100,211,0,69
0,46,144,12,1,2,2,0,2,0,36,1,0,76,90,3,2,0,83,203,0,67
0,6,20,11,0,4,1,7,8,2,36,1,3,73,55,6,3,3,100,329,0,56
1,9,21,9,0,4,1,7,8,3,50,1,1,81,47,5,7,2,92,37,0,63
0,4,44,13,2,2,4,0,5,4,43,1,2,18,60,2,3,0,71,148,1,61
0,3,39,6,0,4,1,7,8,1,0,1,0,36,-8,2,0,0,40,57,0,80
0,51,122,14,1,3,6,6,2,0,20,1,0,1,-8,1,1,0,75,297,0,77
1,4,70,15,8,1,5,5,2,1,17,1,2,15,-8,4,2,0,67,189,0,63
1,10,138,49,0,3,3,4,6,3,57,1,3,9,53,5,10,0,75,210,0,73
1,51,164,16,0,3,4,4,6,0,44,1,0,30,-8,2,1,1,80,251,0,70
1,2,67,18,1,3,6,6,5,3,55,1,0,65,85,6,3,2,100,247,0,65
0,32,121,7,1,2,5,6,2,0,33,1,0,85,-8,2,0,1,100,154,0,65
1,14,69,21,1,2,2,0,2,0,41,1,1,97,46,2,3,1,100,207,0,57
1,21,80,18,3,2,5,6,2,0,40,1,5,16,-8,5,0,0,83,188,0,69
1,13,54,10,0,3,3,4,6,0,15,1,0,1,22,1,2,0,57,146,0,73
1,12,87,16,1,3,5,6,5,1,18,1,1,74,66,7,3,3,100,278,0,70
0,4,83,35,0,3,6,6,6,7,14,1,2,18,93,8,3,1,46,285,1,73
1,5,36,15,0,2,4,4,6,5,40,1,1,71,63,7,3,1,91,57,0,57
0,7,57,21,0,3,6,6,6,1,71,1,0,1,98,2,6,0,82,207,0,80
1,1,47,24,0,3,4,4,6,9,43,1,9,14,67,2,4,0,67,148,0,73
0,3,85,12,0,4,1,7,8,1,31,1,0,95,-8,7,1,5,89,183,0,70
1,3,79,44,0,4,1,7,8,6,29,1,5,84,78,14,4,10,79,183,1,70
1,2,111,42,2,2,4,4,5,2,30,1,2,42,37,9,2,5,50,229,0,63
0,6,138,18,0,2,3,4,6,1,29,1,1,71,82,5,2,2,89,2,0,60
0,16,54,8,1,2,6,6,5,0,44,1,1,48,76,4,2,1,86,140,0,69
1,83,87,2,0,4,1,9,8,0,50,1,0,-8,-8,0,0,0,-8,92,0,90
1,2,68,33,0,4,1,7,8,6,36,1,0,91,75,9,7,6,100,145,0,66
1,2,70,9,2,1,5,5,2,2,8,1,1,45,-8,5,1,3,100,219,0,59
1,15,68,24,0,4,1,7,8,0,12,1,0,2,-8,1,1,0,25,97,0,86
0,13,40,10,0,4,1,7,8,0,30,1,3,62,73,3,2,2,83,255,0,73
0,6,104,16,1,3,6,6,5,1,18,1,1,54,13,4,3,1,78,242,0,76
1,7,68,43,0,4,1,7,8,3,11,1,3,24,90,16,2,0,69,148,0,74
1,6,76,28,0,2,2,4,6,1,36,1,3,23,97,8,3,0,69,271,0,59
1,4,69,11,1,3,1,6,6,2,45,1,6,92,86,5,3,1,100,120,0,58
1,6,12,9,0,2,2,4,6,6,11,1,0,29,-8,7,1,0,89,295,0,58
0,7,112,23,0,3,5,6,6,2,22,1,0,3,-8,3,0,0,38,225,0,88
0,5,93,28,1,3,6,6,5,2,7,1,0,11,99,4,1,0,33,201,0,80
1,12,36,30,0,4,1,7,8,3,17,1,8,87,-8,15,2,10,81,183,1,58
1,13,35,16,1,3,5,6,4,0,50,1,3,100,57,4,5,2,100,79,0,62
1,18,65,22,0,4,1,7,8,0,45,1,1,84,72,4,4,2,73,131,0,70
1,6,99,18,5,2,3,3,2,1,19,1,1,40,-8,3,1,0,57,192,0,59
0,12,96,10,2,2,6,6,2,1,50,1,1,76,-8,2,1,1,100,370,0,59
1,3,66,17,3,2,6,0,4,3,58,1,2,42,-8,3,1,1,80,183,0,66
1,10,45,24,0,4,1,7,8,3,25,1,3,32,73,5,4,1,53,237,0,71
0,12,103,27,0,4,1,7,8,1,11,1,0,0,-8,1,1,0,14,143,0,89
1,3,84,21,0,3,2,4,6,3,55,1,2,27,100,3,2,1,71,265,0,68
0,7,107,28,0,4,1,7,8,2,29,1,0,0,-8,6,2,0,44,393,0,88
1,4,79,22,6,2,3,0,2,2,37,1,2,12,66,3,4,0,78,324,0,54
0,12,91,20,0,4,1,7,8,1,0,1,1,18,-8,4,0,1,33,10,0,80
0,6,112,18,0,4,1,7,8,2,35,1,0,32,-8,7,1,1,69,191,0,80
0,7,66,30,1,3,5,6,5,2,25,1,0,37,-8,6,1,1,70,190,0,69
1,6,39,18,1,4,1,7,8,3,37,1,4,7,14,3,2,1,50,84,0,72
1,1,53,2,5,1,3,4,5,1,75,1,0,20,-8,1,1,0,100,150,0,59
0,4,70,79,0,3,6,6,6,5,21,1,9,71,55,18,3,8,79,125,0,65
1,3,61,37,1,2,5,5,2,3,15,1,2,33,-8,12,3,1,70,212,0,61
1,6,54,33,0,4,1,7,8,2,15,1,3,21,11,9,3,2,50,82,0,78
0,18,114,15,4,2,4,3,2,0,42,1,0,8,75,3,2,0,83,285,0,66
1,14,77,23,1,4,1,7,8,0,17,1,1,6,37,4,3,0,64,155,1,75
1,8,65,18,0,2,2,4,6,1,14,1,0,56,48,9,2,3,92,121,0,57
1,4,69,30,0,3,6,6,6,3,23,1,0,33,52,6,3,0,91,203,0,73
1,10,94,20,1,2,4,0,2,2,52,1,0,40,93,3,2,1,75,196,0,67
1,16,125,17,3,2,5,5,2,0,32,1,0,96,97,3,3,1,100,255,0,61
1,44,252,4,0,4,1,7,8,0,25,1,1,15,-8,1,0,0,33,57,0,88
1,19,70,20,1,3,2,0,6,0,15,1,6,68,59,3,2,2,71,181,0,56
1,12,133,45,0,3,6,6,6,1,45,1,0,2,29,5,4,0,53,247,0,80
1,4,60,23,1,2,5,5,5,2,17,1,2,44,70,4,2,0,67,120,1,66
1,10,142,26,1,2,4,4,5,2,19,1,2,21,52,5,3,1,57,326,0,64
1,13,32,3,0,4,1,7,8,0,33,1,2,25,-8,2,0,0,100,54,1,77
1,67,139,7,0,4,1,7,8,0,0,1,1,1,-8,5,0,0,83,250,0,92
1,2,19,18,0,4,1,7,8,7,10,1,4,38,100,8,2,2,59,176,0,65
0,3,74,66,0,3,6,6,6,4,30,1,1,24,90,12,9,1,58,227,0,77
0,18,119,12,0,4,1,7,8,0,33,1,2,17,-8,2,1,0,75,193,0,88
1,4,56,14,2,2,6,0,5,4,13,1,4,14,-8,5,1,3,55,208,0,65
0,16,68,33,0,4,1,7,8,0,33,1,0,26,88,3,3,2,40,199,0,73
1,6,22,10,0,4,1,7,8,2,40,1,1,64,73,6,2,1,100,72,1,70
1,6,64,12,0,4,1,7,8,2,31,1,0,66,-8,2,1,2,75,126,0,76
1,7,66,17,3,4,1,7,8,3,41,1,1,1,72,1,2,0,71,391,0,70
1,11,90,25,0,3,4,4,6,1,28,1,0,8,55,4,3,0,73,237,0,80
1,6,78,37,0,4,1,7,8,4,37,1,2,0,80,2,3,0,42,176,0,81
1,22,95,12,4,2,6,6,2,0,29,1,0,43,-8,2,0,0,67,144,0,67
1,146,164,5,1,2,6,6,3,0,29,1,0,-8,-8,0,1,0,100,196,0,73
1,3,17,11,0,4,1,7,8,6,8,1,2,65,-8,6,1,1,70,66,0,67
0,2,51,7,3,2,6,6,2,2,50,1,1,43,61,3,2,0,100,145,0,65
1,6,76,24,1,2,4,4,6,2,66,1,1,14,23,4,8,0,71,153,0,72
1,5,35,19,0,3,4,4,6,2,32,1,0,79,90,5,3,4,62,186,0,62
1,9,56,15,0,4,1,7,8,1,47,1,1,96,68,2,3,1,100,73,0,73
1,3,51,7,0,2,3,4,6,2,60,1,2,28,77,2,3,0,83,26,1,66
1,9,88,14,0,4,1,7,8,1,29,1,0,100,67,5,2,4,100,291,0,70
1,13,60,11,0,4,1,7,8,0,33,1,0,53,86,2,2,2,80,126,0,78
1,5,61,29,0,2,5,6,6,3,37,1,1,39,32,4,6,2,69,121,0,65
0,6,79,27,0,4,1,7,8,2,56,1,0,46,26,3,3,1,67,160,0,81
0,8,96,23,5,2,5,6,2,1,35,1,2,23,40,4,4,0,67,188,0,62
1,18,122,13,3,1,4,2,2,0,32,1,0,55,47,4,4,0,62,224,0,59
1,6,32,32,0,4,1,7,8,5,6,1,1,14,-8,10,0,1,39,66,0,70
1,3,43,14,1,2,2,3,5,3,38,1,0,44,86,4,2,1,50,30,0,61
